source_id,Institution (bolded name),Webpage,(2nd line),(3rd line),Address Line 1 (Street or Box Number),Address Line 2 (Room/Suite),City,State,Zip Code,Phone,Best email contact,Summary Description of Map Collection,Questions / Notes / Comments,Region ID,Regional Coordinator,Status,Date of last update,Addtional Note
114,Connecticut Historical Society,https://chs.org/research/research-tools/,Museum & Library,,1 Elizabeth Street,,Hartford,CT,06105,860-236-5621,ask_us@chs.org,"A collaborative digital collection of thousands of still and moving images, documents, sound recordings, (including oral histories), maps, books, pamphlets, broadsides, paintings, and three-dimensional artifacts all relating to the history and culture of Connecticut from the 17th to the 21st century.",,1,Maggie Long,1st attempt,2/8/2021,
115,Connecticut State Library,https://ctstatelibrary.org/collections/,,,231 Capitol Avenue,,Hartford,CT,06106,860-757-6580,https://ctstatelibrary.org/contact-us/email-us/ ,State library collections resources.,,1,Maggie Long,1st attempt,,
117,Mystic Seaport Museum,https://research.mysticseaport.org/collections/maps-charts/,G.W. Blunt White Library,Maps and Charts Collection,75 Greenmanville Avenue,,Mystic,CT,06355,860-572-0711,https://research.mysticseaport.org/contact/,"The Maps and Charts Collection at Mystic Seaport includes charts showing tracks of whaling vessels and passenger and cargo ships, including voyages around Cape Horn, navigational charts, charts indicating oyster grounds and their ownership, Connecticut city, county, and topographical maps.",collections@mysticseaport.org,1,Maggie Long,1st attempt,,1st attempt: Received an automated out of the library reply 2/10/21
118,New Haven Museum,www.stlib.state.nm.us,Whitney Library,,114 Whitney Avenue,,New Haven,CT,06510,203-562-2002,library@newhavenmuseum.org,"The Whitney Library of the New Haven Museum is a unique resource center concerning the history of New Haven and its families from the time of the New Haven Colony in the 17th century to the present. DSC_0142_szdFounded in 1862, the Library provides the materials and assistance required by the scholar and the student of the history and genealogy of New Haven. Collections include 30,000 printed works, 300 manuscript collections, architectural drawings, maps, broadsides, newspapers, scrapbooks, photographs, and microfilm.",,1,Maggie Long,1st attempt,,
119,Yale University,https://web.library.yale.edu/maps,Beinecke Library ,Map Collection,121 Wall Street,,New Haven,CT,06511,203-432-3278,mapsreference@mailman.yale.edu,"The Beinecke Library has digitized more than 20,000 maps, which are available in the Beinecke’s Digital Library at http://brbl-dl.library.yale.edu/vufind/. For more information about this digitization project see the earlier announcement: http://web.library.yale.edu/news/2015/06/transfer-pre-1900-map-collection-beinecke-library.  Non-rare maps and other volumes formerly located in the Map Collection, and maps at LSF, are findable in Orbis and will be accessible for use at Marx Science and Social Science Library by sending email requests to marx.library@yale.edu.  For assistance with geographic information systems please see: http://guides.library.yale.edu/gis",https://beinecke.library.yale.edu/,1,,Not started,,
120,Broer Map Library,www.broermaps.org,,,74 Hampden Road,,Somers,CT,06071,413-221-4642,,"The Broer Map Library is a collection of historic maps, primarily from the 19th & 20th centuries. ",Warning: not a secure site; did not open link,1,Maggie Long,Not started,,Warning: not a secure site (02/10/21)
121,University of Connecticut,https://lib.uconn.edu/location/homer-babbidge-library/map-geographic-information-center/,Homer Babbidge Library,Map and Geographis Information Center,369 Fairfield Way,Unit 1005,Storrs,CT,06269-1005,860-486-2518,magic@uconn.edu,"The University of Connecticut Library’s MAGIC (Map and Geographic Information Center), collaborates with agencies, organizations, and centers to provide the public with access to maps, atlases, gazetteers, aerial photographs, and geospatial data pertaining to the state of Connecticut, New England and the world. MAGIC digitizes public-domain and copyright free maps and resources in order to enable researchers to have digital access to these resources.",,1,,Not started,,
123,District of Columbia Public Library,https://www.dclibrary.org/node/43717,Martin Luther King Jr. Memorial Library,Washingtoniana Division #307,901 G Street NW,,Washington,DC,20001,202-727-0321,"archives.dcpl@dc.gov Lisa Warwick replied that she would do, resent link Jan 2021 Black Studies Peabody Room","The Washingtoniana Map Collection consists of more than 8,000 print, microfilm and microfiche maps from 1612 to the present. These include real estate atlases, Sanborn Fire Insurance maps, and many others. The collection focuses on the Washington, D.C. metropolitan area.",https://www.dclibrary.org/washingtoniana#maps used the ask a question feature,3,Melinda (doing 1st & 2nd asks),1st attempt,1/28/21,
124,Folger Shakespeare Library,https://www.folger.edu/collection-materials,,,201 East Capitol Street SE,,Washington,DC,20003,202-544-4600,info@folger.edu,"The Folger collection is a treasure trove for researchers. A visit might include Thomas More's Utopia in the original Latin, books of travel with maps showing cities and early views of the four continents, lavishly illustrated ""festival books"" from the time of Louis XIV and earlier, playbills from the most popular to the most obscure productions of the American and English stage, costumes worn by stars like Edwin Booth and Julia Marlowe, and promptbooks that record classic stagings of Shakespeare's plays. ",,3,Melinda (doing 1st & 2nd asks),1st attempt,1/26/21,
125,Library of Congress,www.loc.gov/rr/geogmap,Geography and Map Division,Map Collections,101 Independence Avenue SE,"Madison Building, Room LM B01",Washington,DC,20540-4650,202-707-6277,http://www.loc.gov/rr/askalib/ask-geogmap2.html,"The Geography and Map Division of the Library of Congress provides cartographic and geographic information for all parts of the world to the Congress, Federal agencies, state and local governments, the scholarly community, and to the general public. It is the largest and most comprehensive cartographic collection in the world, numbering over 5.2 million maps, including 80,000 atlases, 25,000 geospatial datasets, 6,000 reference works, numerous globes and three-dimensional plastic relief models, and a large number of cartographic materials in other formats. ",,3,Melinda (doing 1st & 2nd asks),1st attempt,1/26/21,
127,Smithsonian Institution,https://learninglab.si.edu/collections/dcps-digital-extension-maps-and-globes/NVT06tRjF7tXYkE4#r,Learning Lab,,Smithsonian Institution Building,"Room 153, MRC 010 ",Washington,DC,20013-7012,202-633-1000,https://learninglab.si.edu/contact,"Smithsonian Learning Lab is an interactive website for the discovery and creative use of the Smithsonian's digital collections and tools – millions of images, videos, texts, audio recordings, and activities. The Smithsonian Center for Learning and Digital Access, a central office of the Smithsonian Institution, developed and manages the Learning Lab. The Learning Lab is accessible through desktop, laptop, and tablet devices. ",https://www.si.edu/   info@si.edu,3,Melinda (doing 1st & 2nd asks),1st attempt,1/26/21,
128,The World Bank,https://www.worldbank.org/en/about/archives,Library and Archives Department,,1818 H Street,,Washington,DC,20433,202-473-8670,archives@worldbank.org,"The maps displayed on the World Bank web site are for reference only. The boundaries, colors, denominations and any other information shown on these maps do not imply, on the part of the World Bank Group, any judgment on the legal status of any territory, or any endorsement or acceptance of such boundaries.",Map collection?,3,,1st attempt,1/26/21,
126,National Geographic,https://www.nationalgeographic.com/maps/,Library & Archives,Reference - Maps,1145 17th Street NW,,Washington,DC,20036,202 857-7783,mfry@ngs.org Michael Fry completed Jan 2021,"Maps have been a cornerstone of National Geographic since they were published in the first issue of the magazine, in October 1888 Whether your map is paper or digital, mastering the basics of reading it are vital to finding your way around and understanding how the world works. Maps are fantastic visual tools that can help us communicate spatial concepts and patterns, tell stories, and analyze data.",https://nglibrary.ngs.org/public_home,3,Melinda (doing 1st & 2nd asks),completed by institution,1/28/21,
122,University of Deleware,https://guides.lib.udel.edu/maps,Hugh M. Morris Library,Map Room,181 South College Avenue,,Newark,DE,19717-526,302-831-6664,varken@udel.edu,"Contains open-access visual materials such as photographs, postcards, 
and maps. Scroll down to “UD Library” to see collections that are 
available without a login.",,3,Melinda (doing 1st & 2nd asks),1st attempt,1/26/21,
129,Florida Atlantic University,https://library.fau.edu/government-information/map-collection,S.E. Wimberly Library,Map Collection,777 Glades Road,,Boca Raton,FL,33431,561-297-3788,govinfo@fau.edu,"The S.E. Wimberly Library houses over 38,000 physical maps. It has an extensive collection of topographic maps as well as historical, geological, political, and topical maps. It also provides access to various collections of digital maps.  All maps are located on the First Floor East unless otherwise noted. For assistance with locating a map, please visit the Government Information and Maps Department in LY 109",,4,Valerie Glenn,completed by institution,5/11/2021,
130,University of Miami,https://www.library.miami.edu/specialcollections/index.html,Otto G. Richter Library,Archives and Special Collection Department,1300 Memorial Drive,,Coral Gables,FL,33124-0320,305-284-9552,asc.library@miami.edu,"Special Collections is home to an outstanding array of rare books, manuscripts, archival collections, photographs and audio-visual items, maps, architectural drawings, artists’ books, and other research materials that document the history of Florida, the Caribbean, Central and South America, and beyond.  All of the materials held in Special Collections, from 15th century books to 21st century restaurant menus, are open to use by the public as well as the University Community. Special Collections is dedicated to supporting research and teaching using the collections and actively acquires new materials to create a fuller historical record.","Also includes digitized maps in their digital collections, https://merrick.library.miami.edu/cdm/ ",4,Valerie Glenn,2nd attempt,3/11/2022,
131,University of Miami,https://www.library.miami.edu/chc/index.html,Otto G. Richter Library,Cuban Heritage Collection,1300 Memorial Drive,,Coral Gables,FL,33124-0320,305-284-4900,chc@miami.edu,"The Cuban Heritage Collection at the University of Miami Libraries is home to the largest repository of materials on Cuba outside of the island and the most comprehensive collection of resources about Cuban exile history and the global Cuban diaspora experience. As a premier research destination, the Collection hosts researchers, students, and visitors from around the world who can explore and discover a wide and ever-expanding range of information. These materials include published works such as rare and contemporary books, journals, artists books, and newspapers, as well as archival materials including personal papers, organizational records, correspondence, manuscripts, photographs, maps, works on paper, audiovisual content, ephemera, and growing born-digital and digitized collections",,4,,completed by institution,5/10/2021,
132,University of Miami,https://www.library.miami.edu/specialcollections/index.html,Otto G. Richter Library,Special Collections,1300 Memorial Drive,,Coral Gables,FL,33124-0320,305-284-9552,asc.library@miami.edu,"Special Collections is home to an outstanding array of rare books, manuscripts, archival collections, photographs and audio-visual items, maps, architectural drawings, artists’ books, and other research materials that document the history of Florida, the Caribbean, Central and South America, and beyond.",This duplicates line 130,4,Valerie Glenn,flagged,,
133,Stetson University,https://www2.stetson.edu/library/about-us/departments/government-docs/,duPont-Ball Library,Government Documents Department,421 North Woodland Boulevard,Unit 8418,DeLand,FL,32723,386-822-7185,bcostell@stetson.edu,"The duPont-Ball Library is the oldest Federal depository in Florida (1887). The library has been receiving State of Florida publications since 1968.  Federal Government publications, called “documents,” are shelved on the ground level of the library. Most state publications have been integrated into the general library collection on the main floor and on the mezzanine level.",,4,Valerie Glenn,completed by institution,7/1/2021,
134,University of Florida,special@uflib.ufl.edu,George A. Smathers Libraries,Special & Area Studies Collections,"205 Smathers Library
                    ",,Gainesville,FL,32611-7005,"352.273.2755 
                    ",special@uflib.ufl.edu,"The Department of Special & Area Studies Collections encompasses collections of unique and special types of materials (e.g., rare books, maps, archives, and manuscript collections) and interdisciplinary collections pertaining to geographical, national or cultural regions. The collections directly support a variety of academic disciplines and research programs.",,4,valerie Glenn,2nd attempt,3/11/2022,
135,University of Florida,www.uflib.ufl.edu/maps,George A. Smathers Libraries,Map and Imagery Library,112 Marston Science Library,P.O. Box 11702,Gainesville,FL,32611-7012,352-392-2825,mapsref@uflib.ufl.edu,"The University of Florida Map & Imagery Library is made up of a number of different collections ranging from recent aerial photography to antique maps. The collections contain approximately 500,000 maps, 300,000 aerial photographs and satellite images, 8,000 atlases and reference books, as well as a growing number of geospatial datasets. It is one of the largest academic map libraries in the United States and specialties include Florida, Latin America, Africa, and the Middle East. The library is open to the public.",,4,,completed by institution,,
136,History Miami Museum,https://www.historymiami.org/collections/,Charlton W. Tebeau Research Library,,101 West Flagler Street,,Miami,FL,33130,305-375-1492,e.info@historymiami.org,"Visual resources are a signature feature of the Research Center. The 
picture archives contains 1.5 million photograph prints and negatives of
 southeast Florida, the entire state, and the Caribbean dating from 1883
 to the present. Additional visual holdings include maps, prints, 
posters, and postcards.",,4,Valerie Glenn,2nd attempt,3/11/2022,
137,Miami-Dade Public Library System,https://cdm17273.contentdm.oclc.org/digital/collection/p17273coll20,Main Library,Social Sciences and Florida Room,101 West Flagler Street,,Miami,FL,33130,305-921-2956,digitalcollections@mdpls.org,"This collection includes the library’s holding of topographic maps, aerial photographic surveys, plat books of Greater Miami and its suburbs, and national atlases. These maps show streets, blocks, tax lots, and use classifications; they also indicate locations of former streams and related natural features, earlier roads, previous land uses, lot lines, and more.",https://cdm17273.contentdm.oclc.org/digital/,4,Valerie Glenn,2nd attempt,3/11/2022,
138,University of Miami,https://sp.library.miami.edu/subjects/geography#tab-0,Marine and Atmospheric Science Library,,4600 Rickenbacker Causeway,,Miami,FL,33149-1098,305-361-4060,rsmaslibrary@miami.edu,"The library collections contain materials covering geographic, cultural, historical, and other information for most areas of the world. There is a particular emphasis on the southeast U.S., Latin America, and Europe. For geographic information systems (GIS) and remote sensing, the library concentrates on the application of these technologies across many fields of study.","If you're looking for maps in hard copy, visit our Map Collection on the second floor of the library!
https://www.library.miami.edu/rsmaslib/index.html",4,valerie Glenn,2nd attempt,3/11/2022,
139,University of South Florida,https://lib.usf.edu/special-collections/florida-studies-center/,Libraries,Special Collections ,4202 East Fowler Avenue,LIB 122,Tampa,FL,33620-5400,813-974-2731,spcinfo@usf.edu,,Maps are in the Florida Studies Center,4,Valerie Glenn,2nd attempt,3/11/2022,
140,Georgia Southwestern State University,http://libguides.gsw.edu/govdocsandpublications,James Earl Carter Library,Federal Depository Library Program,800 GSW State Universitiy Dr.,,Americus,GA,31709,229-931-2850,library@gsw.edu,"Our Government Document print material is located in the Government Documents section of the library on the first floor (the section nearest the front doors behind the DVDs). There are more than 100,000 records for government books, microfiche, and periodicals in GIL, our online catalog of library holdings. Print documents circulate unless they are periodicals or reference resources.","Note from Director Ru Story-Huffman: ""I'd rather not be included in the directory because we're transitioning to an all-digital depository library, including maps.""",4,Melinda (1st attempt) Valerie Glenn,inactive,4/7/21,
142,Atlanta-Fulton Public Library System,https://www.fulcolibrary.org/,Central Library,Special Collections/Georgia Local and Family History,One Margaret Mitchell Square,,Atlanta,GA,30303,404-730-1896,Cheryl.Small@fultoncountyga.gov,,,4,Melinda (1st attempt) Valerie Glenn,completed by RC,1/4/23,
143,Emory University,https://libraries.emory.edu/,Libraries & Information Technology,,540 Asbury Circle,,Atlanta,GA,30322,404-727-6887,libraryservicedesk@emory.edu,, Map collection? https://libraries.emory.edu/,4,Melinda (1st attempt) Valerie Glenn,2nd attempt,4/7/21,
145,Georgia State University,https://library.gsu.edu/,Library,Information Services Department,100 Decatur Street SE,,Atlanta,GA,30303-3202,404-413-2880,archives@gsu.edu,"Maps available througout research guides including geography, urban planning, geosciences, government information",,4,Melinda (1st attempt) Valerie Glenn,completed by institution,6/29/21,
146,Augusta University,http://guides.augusta.edu/govinfo,Reese Library,Government Information,1120 15th Street ,,Augusta,GA,30912,706-737-1744,govinfo@augusta.edu,,Note from the Associate Director 3/23/2022: most of our maps from govdocs were weeded and we are down to one map case in special collections...I would suggest removing our entry from the list.,4,Melinda (1st attempt) Valerie Glenn,inactive,4/7/21,
148,Middle Georgia Archives,https://bibblib.org/middle-georgia-archives/,Washington Memorial Library,Middle Georgia Archives Map Collection,1180 Washington Avenue,,Macon,GA,30118-2000,478-744-0820,wmlref@bibblib.org,"The Archives collects and makes available for research the manuscript and archival records which are of historical significance for Middle Georgia, including correspondence (personal, family, and business), diaries, scrapbooks, reminiscences, maps, architectural drawings, and the records of clubs, organizations, businesses, and churches.  Our quest to preserve the historical records of Middle Georgia will succeed only with the continued assistance and support of the people of the region.  The Archives staff will be glad to visit with prospective donors of historical material to advise them about the historical value and preservation needs of the records",,4,Melinda (1st attempt) Valerie Glenn,2nd attempt,5/10/21,
149,Georgia College,http://libguides.gcsu.edu/map-collection,Ina Dilla Russell Library,,Campus Box 043,CBX 043,Milledgeville,GA,31061,478-445-4047,scinfo@gcsu.edu,"The collection includes maps from all over the world, but with an emphasis on the United States, especially Georgia. The map collection was absorbed into Special Collections in 1980 when it became an official department at the college. The inclusive dates of this collection are 1588 to 2001, with bulk dates ranging from 1900 to 1970. The majority of the maps in this collection are original with a few reproductions. The Georgia history maps are primarily arranged by county, including general highway maps, trail and state park maps, coastal maps,and zoning maps. Other maps outside of Georgia include U.S. Department of Agricuture soil maps from several states, landmarks, state parks, and river maps from around the country, as well as international maps  of places such as South America (southern and eastern), Central America, West Indies, Ontario, Quebec, and Newfoundland. ",,4,Melinda (1st attempt) Valerie Glenn,completed by RC,1/4/23,
150,Sara Hightower Regional Library System,https://shrls.org/special-collections/,Rome-Floyd County Public Library,Special Collections,205 Riverside Parkway,,Rome,GA,30161,706-236-4600,https://shrls.org/contact/,,,4,Melinda (1st attempt) Valerie Glenn,completed by institution,1/12/23,
141,University of Georgia,https://www.libs.uga.edu/magil,Libraries,Map and Government Information Library,320 S. Jackson St.,,Athens,GA,30602,706-542-0690,mapsinfo@uga.edu,"
The Map and Government Information Library (MAGIL) is located in the sub-basement of the Main Library on North Campus. Its mission is to provide bibliographic, physical and intellectual access to cartographic and government information in all formats.  The UGA Libraries serves as Georgia's regional depository for documents published by the Federal government as well as the official depository for documents published by the State of Georgia. Its collections also include select international and United Nations documents. Cartographic resources include maps, aerial photography and remote sensed imagery, atlases, digital spatial data, and reference materials, with a particular emphasis on the State of Georgia.   Maps and government documents have been an integral part of the University of Georgia Libraries for over 100 years. For more information, read about the history of MAGIL.",,4,,completed by institution,,
144,Georgia Tech,https://www.library.gatech.edu/archives-collections,Library,Stuart A. Rose,266 4th Street NW,,Atlanta,GA,30332-0900,404 894-4586,Head of Archives & Special Collections jody.thompson@library.gatech.edu   Jay Forrest 	jay.forrest@library.gatech.edu,"One of the library's most beautiful treasures is the nine-volume Dutch 
language edition of Joan Blaeu's Grooten Atlas (or Grand Atlas), 
published in the 1660s. ",,4,Melinda (only 1st & 2nd attempt),completed by institution,1/28/21,
147,University of West Georgia,www.westga.edu/library,Irvine Sullivan Ingram Library,,1600 Maple Street,,Carrollton,GA,30118,678 839-5455,special@westga.edu,"The Map Collection at Ingram Library is provided and maintained to support the University of West Georgia curriculum. The collection is intended to be a resource for the academic programs at UWG, as well as for research and study by members of the UWG community. Local and regional community members also have access to this collection.The largest part of our map collection consists of maps acquired through the FDLP. These are primarily United States Geological Survey (USGS) topographic maps, which are housed in map cabinets by state and area. The library also receives other maps through the FDLP, including maps from agencies such as the CIA and the Census Bureau, and these maps may be housed with the regular documents collection.",,4,,completed by institution,,
151,University of Guam,https://www.uog.edu/student-services/rfk-library/government-documents,Robert F. Kennedy Library,Government Documents,UOG Station,,Mangilao,GU,96913,671-735-2341,,"The University of Guam Library has been a Selective Depository for the United States Government Printing Office (GPO) since 1978. Government publications are any information generated by a government agency, issued in paper, microfiche, CD-ROM and on the Internet. The library provides for public access to the resources in its government documents collection. Materials do not circulate and may be used in the library only.",,9,Janet Reyes,2nd attempt,3/22/21,submitted inquiry via https://www.uog.edu/student-services/rfk-library/online-reference-form.php
153,Hawai'i State Library,https://www.librarieshawaii.org/research/government-records/hawaii-documents/,Hawai'i and Pacific Section,,478 South King Street,,Honolulu,HI,96813,808-586-3500,,"The Hawaii Documents Center, located in the Hawaii State Library, is responsible for collecting, organizing and distributing the publications of the Hawaii State government, and the four county governments within the state of Hawaii. The Center is authorized under Hawaii Revised Statutes §93-3.",Hawaii documents/Federal documents,9,Janet Reyes,completed by institution,3/29/21,email to use is hpref@librarieshawaii.org
154,University of Hawai'i at Manoa,https://guides.library.manoa.hawaii.edu/magis,Thomas Hale Hamilton Library,Map Collection,2550 McCarthy Hall,,Honolulu,HI,96822,808-956-2528,magis@hawaii.edu,"The Maps, Aerial Photographs, and GIS (MAGIS) collection is the largest collection of cartographic materials in Hawaii with over 300,000 items. Resources range from early to modern maps, aerial photography, and geospatial data. Coverage is worldwide with emphasis on Hawaii, Asia, and the Pacific. A selection of our materials has been digitized and is available from our map and aerial repositories.  The Map Collection contains topographic and bathymetric maps, nautical and aeronautical charts, geologic maps, city and travel maps, early and historical maps, fire insurance maps, and numerous thematic maps. The Aerial Photographs Collection contains images from the USGS, USDA, US Navy, and NOAA flight lines flown over Hawaii and islands throughout the Pacific, mainly from the 1940s to the late 20th century.  ",,9,Janet Reyes,flagged,,
152,Hawai'i State Archives,https://ags.hawaii.gov/archives/,Thrum's Hawaiian Annual,,364 S. King Street,Kekāuluohi Building,Honolulu,HI,96813,808-586-0329,sspace@hawaii.edu,"The Hawaiʻi almanac now commonly known as ""Thrum's"" was published annually between 1875 and 1974. In addition to statistical reports on business, population, government, weather and geography, each volume included directories of government, businesses and organizations, and articles and essays on a wide variety of topics.",digital institutional repository ,9,Janet Reyes,inactive,3/22/21,"""Best email contact"" (Column L) led to U of Hawaii. I then used archives@hawaii.gov to send the initial email.  They decline to participate in the online guide, due to collection size and access."
155,Brigham Young University - Hawai'i,https://libguides.byuh.edu/geography,Joseph F. Smith Library,,55-220 Kulanui Street,,Laie,HI,96762,808-293-3884,library@byuh.edu,,Map collection? https://library.byuh.edu/library/archives.html,9,,Not started,,
199,Iowa State University,www.lib.iastate.edu/libinfo/dept/maproom.html,Parks Library,Media Center,130A Park Library,,Ames,IA,50011-2140,515-294-0448,libmedia@iastate.edu,"The Map Collection contains all types of maps, atlases, charts and globes",,7,Sierra Laddusaw,1st attempt,7/27/2023,
200,University of Northern Iowa,www.library.uni.edu/gov,Rod Library,Documents and Maps Collections,1227 West 27th Street,,Cedar Falls,IA,50613,319-273-2838,libaskus@uni.edu | Gretchen.Gould@uni.edu ,"Government documents are publications published by the federal and Iowa governments. This includes various agencies like the Department of Agriculture, the Census Bureau, and Congress.  Interesting facts about the service: Government documents and maps can be found through OneSearch! or online sources.  Maps are issued by the government as well as private publishers Government documents and maps are located at the west end of the 2nd (main) floor past the reference desk.  Most documents circulate.",,7,Sierra Laddusaw,1st attempt,7/27/2023,
201,Loras College,www.loras.edu/LIB,Loras College Library,,1450 Alta Vista,,Dubuque,IA,52001,563-588-7189,library@loras.edu,,,7,Sierra Laddusaw,1st attempt,7/27/2023,
202,Grinnell College,https://www.grinnell.edu/academics/libraries/about-us/collections,Burling Library,Special Collections ,1111 6th Avenue,,Grinnell,IA,50112,641-269-4234,query@grinnell.edu,"From a Kelmscott edition of Chaucer to a first edition of the Book of Mormon to James Norman Hall's papers, Special Collections offers an outstanding array of rare and unique materials for researchers and scholars. Books, manuscripts, maps, audio-visual materials, photographs, and ephemera are housed in a secure, climate-controlled environment which preserves the collections for future generations.",,7,Sierra Laddusaw,inactive,7/31/2023,
203,"State Historical Society of Iowa, Department of Cultural Affairs",https://iowaculture.gov/history/research/collections/manuscripts-maps-ephemera,Iowa Department of Cultural Affairs,Special Collections/Map Collection,600 E. Locust St.,,Des Moines,IA,50319,515 281-5111,jessica.nay@iowa.gov,Collections feature thousands of published and unpublished printed and hand drawn maps — including fire insurance maps and pre-1940 Iowa county plat maps on microfilm.,,7,Sierra Laddusaw,1st attempt,7/27/2023,
204,University of Iowa,https://guides.lib.uiowa.edu/?b=s,Sciences Library,,120 East Iowa Avenue,,Iowa City,IA,52242,319-335-3083,lib-sciences@uiowa.edu,Geographic Information Systems (GIS) .this guide is intended to provide University of Iowa students and faculty with links to geographic data sources as well as help for the most commonly used mapping tools on campus.,"In May of 2010, due to budget constraints, the Geosciences Library was closed, and the majority of the collection was moved over to the Sciences Library building (formerly the Biological Sciences Library).",7,Sierra Laddusaw,completed by institution,7/27/2023,
205,University of Iowa,www.lib.uiowa.edu/maps,Libraries,Map Collection,100 Main Library,,Iowa CIty,IA,52242,319-335-5920,lib-maps@uiowa.edu,"Housed on the third floor of the Main Library, the Map Collection contains more than 250,000 sheet maps, including maps issued by city, county, state and national governments, international organizations, and a variety of commercial publishers. The collection is international in scope and covers a roughly 800 year period of publishing history.  Rare maps include pre-1900 maps of Iowa, fire insurance maps for more than 1,000 Iowa cities from the 1870s through the 1930s, captured Japanese and German maps from World War II, and a growing collection of pre-1900 world and celestial maps and atlases. The Map Collection also contains over 150,000 aerial photographs of Iowa and over 5,000 gazetteers, atlases, and reference sources concerning maps and cartography.",,7,Sierra Laddusaw,1st attempt,7/27/2023,
206,Souix City Public Library,www.siouxcitylibrary.org,,,529 Pierce Street,,Sioux City,IA,51101-1203,712-255-2933 x221,questions@siouxcitylibrary.org,,,7,Sierra Laddusaw,1st attempt,7/27/2023,
157,Idaho State Historical Society,https://ishs.maps.arcgis.com/home/index.html,Historical Library and State Archives,,2205 Old Penitentiary Rd.,,Boise,ID,83712,208-334-2620,public.archives@ishs.idaho.gov,"Welcome to the featured maps of the State Historic Preservation Office. To view a complete list of available map resources, please visit our ArcGIS Online page.",,10,Melinda Sandkam,2nd attempt,1/26/21,
158,University of Idaho,https://www.lib.uidaho.edu/find/maps/,Library,Maps,850 S Rayburn,MS 2350 ,Moscow,ID,83844-2350,208.292.1407,libref@uidaho.edu,"Whether you are looking for the most up-to-date geospatial information or a unique visual aid for a history presentation, the University of Idaho Library Cartographic Collections have a number of resources for you to use!","Mailing address University of Idaho Library
875 Perimeter Drive MS 2350
Moscow, ID 83844-2350",10,Melinda Sandkam,2nd attempt,1/26/21,
156,Boise State University,https://guides.boisestate.edu/map_resources,Albertsons Library,Hollenbaugh Map Collection,1910 University Drive,,Boise,ID,83725,208-426-3301,cherifolkner@boisestate.edu,"Map resources at Albertsons Library primarily include sheet maps (general and thematic), monographic materials useful for reference (i.e., Maps on File, Idaho Geographic Names, and Guide to USGS Publications), relief maps, globes, electronic information sources (i.e., various CD-ROM products), and selected atlases of broad coverage. The collection also contains materials deemed beneficial for a better understanding of the library’s map holdings as well as the general field of cartography.",,10,Melinda Sandkam,completed by institution,10/27/20,
159,University of Idaho,www.insideidaho.org,Inside Idaho,,850 S Rayburn,,Moscow,ID,83844-2353,208-885-6344,rattebur@uidaho.edu,INSIDE Idaho is the geospatial data clearinghouse for the State of Idaho recognized by the Idaho Geospatial Council - Executive Committee. Organizations in Idaho are encouraged to share publicly-available geospatial information as outlined in the Idaho Technology Authority (ITA) Guideline G360 Statewide Geospatial Clearinghouse (INSIDE Idaho) Publisher Guidelines.,Support and hosting by UI Library and UI Northwest Knowledge Network.,10,Melinda Sandkam,completed by institution,10/27/20,
160,"Southern Illinois University, Carbondale",www.lib.siu.edu/hp/divisions/sci/maplib.shtml,Morris Library,Map Library,605 Agriculture Drive,MC 6632,Carbondale,IL,62901-6636,618-453-2705,maps@lib.siu.edu,Morris Library's Geospatial Resources area includes the Map Library and Geospatial Information Systems (GIS) services. The geographic coverage of the map collection is worldwide. The aerial photography collection is limited principally to Illinois and surrounding states.,,5,,completed by institution,,
169,Northwestern University,https://www.library.northwestern.edu/libraries-collections/government-collection/maps-gis/index.html,University Library,Government & Geographic Information Collection,1970 Campus Drive,Room B190,Evanston,IL,60208,847-467-6441,govinfo@northwestern.edu,"The Map and Rare Atlas  Collection is composed of over 200,000 maps, however, only a small portion is searchable via the library catalog. Our collection also includes atlases, gazetteers and digital mapping products. The scope of the collection is global with a large portion of U.S. Federal Government holdings. We also collect cartographic publications from state and international governments and commercial 
publishers.",,5,,flagged,,
178,"University of Illinois, Urbana-Champaign",www.library.uiuc.edu/max,Map Library,418 Library,1408 West Gregory Drive,M/C-522,Urbana,IL,61801,217-333-2290,charts@library.illinois.edu,"The Map Library is the University Library’s primary location for cartographic materials including maps, atlases, and Illinois aerial photography flown between 1939 and 2005. The collection includes more than 625,000 maps and photographs. Map and atlas coverage includes worldwide materials produced during the nineteenth, twentieth, and twenty-first centuries. Complementary to the cartographic materials, the Map Library is home to texts on cartographic techniques and map interpretation, history of cartography, geographic information science(GIS), global positioning systems (GPS), remote sensing, spatial statistics, and place names. Additionally, the Map Library can assist in obtaining access to geologic mapping housed at the Oak Street Library Facility. The Map Library serves as a resource for the entire campus, the state of Illinois, and national and international users.",,5,,completed by institution,,
161,Illinois State Geological Survey,https://www.isgs.illinois.edu/maps,Natural Resources Building,,615 East Peabody Drive,,Champaign,IL,61820,217-333-4747 ,info@isgs.illinois.edu,"ISGS maps are published in a variety of series, differentiated primarily by level of review. Those map series that are available online are described below. Additional maps, not part of the online map series, may be available in other ISGS Publications.",,5,,Not started,,
